STATE,LGA,SEN_DIST,FED_CONST,IS_SPLIT,LGA_CLEAN,LGA_MERGE
Abia,Isiala Ngwa North,Abia Central,Isiala Ngwa North/Isiala Ngwa South,False,Isiala Ngwa North,Isiala Ngwa North
Abia,Isiala Ngwa South,Abia Central,Isiala Ngwa North/Isiala Ngwa South,False,Isiala Ngwa South,Isiala Ngwa South
Abia,Obingwa,Abia Central,Obingwa/Ugwunagbo/Osisioma,False,Obingwa,Obingwa
Abia,Ugwunagbo,Abia Central,Obingwa/Ugwunagbo/Osisioma,False,Ugwunagbo,Ugwunagbo
Abia,Osisioma,Abia Central,Obingwa/Ugwunagbo/Osisioma,False,Osisioma,Osisioma
Abia,Umuahia North,Abia Central,Umuahia North/Umuahia South/Ikwuano,False,Umuahia North,Umuahia North
Abia,Umuahia South,Abia Central,Umuahia North/Umuahia South/Ikwuano,False,Umuahia South,Umuahia South
Abia,Ikwuano,Abia Central,Umuahia North/Umuahia South/Ikwuano,False,Ikwuano,Ikwuano
Abia,Arochukwu,Abia North,Arochukwu/Ohafia,False,Arochukwu,Arochukwu
Abia,Ohafia,Abia North,Arochukwu/Ohafia,False,Ohafia,Ohafia
Abia,Bende,Abia North,Bende,False,Bende,Bende
Abia,Isuikwuato,Abia North,Isuikwuato/Umunneochi,False,Isuikwuato,Isuikwuato
Abia,Umunneochi,Abia North,Isuikwuato/Umunneochi,False,Umunneochi,Umunneochi
Abia,Aba North,Abia South,Aba North/Aba South,False,Aba North,Aba North
Abia,Aba South,Abia South,Aba North/Aba South,False,Aba South,Aba South
Abia,Ukwa East,Abia South,Ukwa East/Ukwa West,False,Ukwa East,Ukwa East
Abia,Ukwa West,Abia South,Ukwa East/Ukwa West,False,Ukwa West,Ukwa West
Adamawa,Fufore,Adamawa Central,Fufore/Song,False,Fufore,Fufore
Adamawa,Song,Adamawa Central,Fufore/Song,False,Song,Song
Adamawa,Hong,Adamawa Central,Hong/Gombi,False,Hong,Hong
Adamawa,Gombi,Adamawa Central,Hong/Gombi,False,Gombi,Gombi
Adamawa,Yola North,Adamawa Central,Yola North/Yola South/Girei,False,Yola North,Yola North
Adamawa,Yola South,Adamawa Central,Yola North/Yola South/Girei,False,Yola South,Yola South
Adamawa,Girei,Adamawa Central,Yola North/Yola South/Girei,False,Girei,Girei
Adamawa,Michika,Adamawa North,Michika/Madagali,False,Michika,Michika
Adamawa,Madagali,Adamawa North,Michika/Madagali,False,Madagali,Madagali
Adamawa,Mubi North,Adamawa North,Mubi North/Mubi South/Maiha,False,Mubi North,Mubi North
Adamawa,Mubi South,Adamawa North,Mubi North/Mubi South/Maiha,False,Mubi South,Mubi South
Adamawa,Maiha,Adamawa North,Mubi North/Mubi South/Maiha,False,Maiha,Maiha
Adamawa,Demsa,Adamawa South,Demsa/Numan/Lamurde,False,Demsa,Demsa
Adamawa,Numan,Adamawa South,Demsa/Numan/Lamurde,False,Numan,Numan
Adamawa,Lamurde,Adamawa South,Demsa/Numan/Lamurde,False,Lamurde,Lamurde
Adamawa,Guyuk,Adamawa South,Guyuk/Shelleng,False,Guyuk,Guyuk
Adamawa,Shelleng,Adamawa South,Guyuk/Shelleng,False,Shelleng,Shelleng
Adamawa,Jada,Adamawa South,Jada/Ganye/Mayo Belwa/Toungo,False,Jada,Jada
Adamawa,Ganye,Adamawa South,Jada/Ganye/Mayo Belwa/Toungo,False,Ganye,Ganye
Adamawa,Mayo Belwa,Adamawa South,Jada/Ganye/Mayo Belwa/Toungo,False,Mayo Belwa,Mayo Belwa
Adamawa,Toungo,Adamawa South,Jada/Ganye/Mayo Belwa/Toungo,False,Toungo,Toungo
Akwa Ibom,Etinan,Akwa Ibom North East,Etinan/Nsit Ibom/Nsit ubium,False,Etinan,Etinan
Akwa Ibom,Nsit Ibom,Akwa Ibom North East,Etinan/Nsit Ibom/Nsit ubium,False,Nsit Ibom,Nsit Ibom
Akwa Ibom,Nsit ubium,Akwa Ibom North East,Etinan/Nsit Ibom/Nsit ubium,False,Nsit ubium,Nsit ubium
Akwa Ibom,Itu,Akwa Ibom North East,Itu/Ibiono Ibom,False,Itu,Itu
Akwa Ibom,Ibiono Ibom,Akwa Ibom North East,Itu/Ibiono Ibom,False,Ibiono Ibom,Ibiono Ibom
Akwa Ibom,Uyo,Akwa Ibom North East,Uyo/Uruan/Nsit Atai/ Ibesikpo Asutan,False,Uyo,Uyo
Akwa Ibom,Uruan,Akwa Ibom North East,Uyo/Uruan/Nsit Atai/ Ibesikpo Asutan,False,Uruan,Uruan
Akwa Ibom,Nsit Atai,Akwa Ibom North East,Uyo/Uruan/Nsit Atai/ Ibesikpo Asutan,False,Nsit Atai,Nsit Atai
Akwa Ibom,Ibesikpo Asutan,Akwa Ibom North East,Uyo/Uruan/Nsit Atai/ Ibesikpo Asutan,False,Ibesikpo Asutan,Ibesikpo Asutan
Akwa Ibom,Abak,Akwa Ibom North West,Abak/Etim Ekpo/Ika,False,Abak,Abak
Akwa Ibom,Etim Ekpo,Akwa Ibom North West,Abak/Etim Ekpo/Ika,False,Etim Ekpo,Etim Ekpo
Akwa Ibom,Ika,Akwa Ibom North West,Abak/Etim Ekpo/Ika,False,Ika,Ika
Akwa Ibom,Ikono,Akwa Ibom North West,Ikono/Ini,False,Ikono,Ikono
Akwa Ibom,Ini,Akwa Ibom North West,Ikono/Ini,False,Ini,Ini
Akwa Ibom,Ikot Ekpene,Akwa Ibom North West,Ikot Ekpene/Essien Udim/ Obot Akara,False,Ikot Ekpene,Ikot Ekpene
Akwa Ibom,Essien Udim,Akwa Ibom North West,Ikot Ekpene/Essien Udim/ Obot Akara,False,Essien Udim,Essien Udim
Akwa Ibom,Obot Akara,Akwa Ibom North West,Ikot Ekpene/Essien Udim/ Obot Akara,False,Obot Akara,Obot Akara
Akwa Ibom,Ukanafun,Akwa Ibom North West,Ukanafun/Oruk Anam,False,Ukanafun,Ukanafun
Akwa Ibom,Oruk Anam,Akwa Ibom North West,Ukanafun/Oruk Anam,False,Oruk Anam,Oruk Anam
Akwa Ibom,Eket,Akwa Ibom South,Eket/Onna/Esit Eket/Ibeno,False,Eket,Eket
Akwa Ibom,Onna,Akwa Ibom South,Eket/Onna/Esit Eket/Ibeno,False,Onna,Onna
Akwa Ibom,Esit Eket,Akwa Ibom South,Eket/Onna/Esit Eket/Ibeno,False,Esit Eket,Esit Eket
Akwa Ibom,Ibeno,Akwa Ibom South,Eket/Onna/Esit Eket/Ibeno,False,Ibeno,Ibeno
Akwa Ibom,Ikot Abasi,Akwa Ibom South,Ikot Abasi/Mkpat Enin/Eastern Obolo,False,Ikot Abasi,Ikot Abasi
Akwa Ibom,Mkpat Enin,Akwa Ibom South,Ikot Abasi/Mkpat Enin/Eastern Obolo,False,Mkpat Enin,Mkpat Enin
Akwa Ibom,Eastern Obolo,Akwa Ibom South,Ikot Abasi/Mkpat Enin/Eastern Obolo,False,Eastern Obolo,Eastern Obolo
Akwa Ibom,Oron,Akwa Ibom South,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,False,Oron,Oron
Akwa Ibom,Mbo,Akwa Ibom South,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,False,Mbo,Mbo
Akwa Ibom,Okobo,Akwa Ibom South,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,False,Okobo,Okobo
Akwa Ibom,Udung Uko,Akwa Ibom South,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,False,Udung Uko,Udung Uko
Akwa Ibom,Urue Offong,Akwa Ibom South,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,False,Urue Offong,Urue Offong
Akwa Ibom,Oruko,Akwa Ibom South,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,False,Oruko,Oruko
Anambra,Awka North,Anambra Central,Awka North/South,False,Awka North,Awka North
Anambra,South,Anambra Central,Awka North/South,False,South,South
Anambra,Idemili North,Anambra Central,Idemili North/South,False,Idemili North,Idemili North
Anambra,South,Anambra Central,Idemili North/South,False,South,South
Anambra,Njikoka,Anambra Central,Njikoka/Dunukofia/Anaocha,False,Njikoka,Njikoka
Anambra,Dunukofia,Anambra Central,Njikoka/Dunukofia/Anaocha,False,Dunukofia,Dunukofia
Anambra,Anaocha,Anambra Central,Njikoka/Dunukofia/Anaocha,False,Anaocha,Anaocha
Anambra,Anambra East,Anambra North,Anambra East/West,False,Anambra East,Anambra East
Anambra,West,Anambra North,Anambra East/West,False,West,West
Anambra,Ogbaru,Anambra North,Ogbaru,False,Ogbaru,Ogbaru
Anambra,Onitsha North,Anambra North,Onitsha North/South,False,Onitsha North,Onitsha North
Anambra,South,Anambra North,Onitsha North/South,False,South,South
Anambra,Oyi,Anambra North,Oyi/Ayamelum,False,Oyi,Oyi
Anambra,Ayamelum,Anambra North,Oyi/Ayamelum,False,Ayamelum,Ayamelum
Anambra,Aguata,Anambra South,Aguata,False,Aguata,Aguata
Anambra,Ihiala,Anambra South,Ihiala,False,Ihiala,Ihiala
Anambra,Nnewi North,Anambra South,Nnewi North/South/Ekwusigo,False,Nnewi North,Nnewi North
Anambra,South,Anambra South,Nnewi North/South/Ekwusigo,False,South,South
Anambra,Ekwusigo,Anambra South,Nnewi North/South/Ekwusigo,False,Ekwusigo,Ekwusigo
Anambra,Orumba North,Anambra South,Orumba North/South,False,Orumba North,Orumba North
Anambra,South,Anambra South,Orumba North/South,False,South,South
Bauchi,Darazo,Bauchi Central,Darazo/Gunjuwa,False,Darazo,Darazo
Bauchi,Gunjuwa,Bauchi Central,Darazo/Gunjuwa,False,Gunjuwa,Gunjuwa
Bauchi,Misau,Bauchi Central,Misau/Dambam,False,Misau,Misau
Bauchi,Dambam,Bauchi Central,Misau/Dambam,False,Dambam,Dambam
Bauchi,Ningi,Bauchi Central,Ningi/Warji,False,Ningi,Ningi
Bauchi,Warji,Bauchi Central,Ningi/Warji,False,Warji,Warji
Bauchi,Gamawa,Bauchi North,Gamawa,False,Gamawa,Gamawa
Bauchi,Jama'are,Bauchi North,Jama'are/Itas-Gadau,False,Jama'are,Jama'are
Bauchi,Itas-Gadau,Bauchi North,Jama'are/Itas-Gadau,False,Itas-Gadau,Itas-Gadau
Bauchi,Katagum,Bauchi North,Katagum,False,Katagum,Katagum
Bauchi,Shira,Bauchi North,Shira/Giade,False,Shira,Shira
Bauchi,Giade,Bauchi North,Shira/Giade,False,Giade,Giade
Bauchi,Zaki,Bauchi North,Zaki,False,Zaki,Zaki
Bauchi,Alkaleri,Bauchi South,Alkaleri/Kirfi,False,Alkaleri,Alkaleri
Bauchi,Kirfi,Bauchi South,Alkaleri/Kirfi,False,Kirfi,Kirfi
Bauchi,Bauchi,Bauchi South,Bauchi,False,Bauchi,Bauchi
Bauchi,Bogoro,Bauchi South,Bogoro/Dass/Tafawa Balewa,False,Bogoro,Bogoro
Bauchi,Dass,Bauchi South,Bogoro/Dass/Tafawa Balewa,False,Dass,Dass
Bauchi,Tafawa Balewa,Bauchi South,Bogoro/Dass/Tafawa Balewa,False,Tafawa Balewa,Tafawa Balewa
Bauchi,Toro,Bauchi South,Toro,False,Toro,Toro
Benue,Katsina-Ala,Benue North East,Katsina-Ala/Ukum/Logo,False,Katsina-Ala,Katsina-Ala
Benue,Ukum,Benue North East,Katsina-Ala/Ukum/Logo,False,Ukum,Ukum
Benue,Logo,Benue North East,Katsina-Ala/Ukum/Logo,False,Logo,Logo
Benue,Konshisha,Benue North East,Konshisha/Vandeikya,False,Konshisha,Konshisha
Benue,Vandeikya,Benue North East,Konshisha/Vandeikya,False,Vandeikya,Vandeikya
Benue,Kwande,Benue North East,Kwande/Ushongo,False,Kwande,Kwande
Benue,Ushongo,Benue North East,Kwande/Ushongo,False,Ushongo,Ushongo
Benue,Buruku,Benue North West,Buruku,False,Buruku,Buruku
Benue,Gboko,Benue North West,Gboko/Tarka,False,Gboko,Gboko
Benue,Tarka,Benue North West,Gboko/Tarka,False,Tarka,Tarka
Benue,Guma,Benue North West,Guma/Makurdi,False,Guma,Guma
Benue,Makurdi,Benue North West,Guma/Makurdi,False,Makurdi,Makurdi
Benue,Gwer East,Benue North West,Gwer East/Gwer West,False,Gwer East,Gwer East
Benue,Gwer West,Benue North West,Gwer East/Gwer West,False,Gwer West,Gwer West
Benue,Ado,Benue South,Ado/Obadigbo/Okpokwu,False,Ado,Ado
Benue,Obadigbo,Benue South,Ado/Obadigbo/Okpokwu,False,Obadigbo,Obadigbo
Benue,Okpokwu,Benue South,Ado/Obadigbo/Okpokwu,False,Okpokwu,Okpokwu
Benue,Apa,Benue South,Apa/Agatu,False,Apa,Apa
Benue,Agatu,Benue South,Apa/Agatu,False,Agatu,Agatu
Benue,Oju,Benue South,Oju/Obi,False,Oju,Oju
Benue,Obi,Benue South,Oju/Obi,False,Obi,Obi
Benue,Otukpo,Benue South,Otukpo/Ohimini,False,Otukpo,Otukpo
Benue,Ohimini,Benue South,Otukpo/Ohimini,False,Ohimini,Ohimini
Borno,Bama,Borno Central,Bama/Ngala/Kala-Balge,False,Bama,Bama
Borno,Ngala,Borno Central,Bama/Ngala/Kala-Balge,False,Ngala,Ngala
Borno,Kala-Balge,Borno Central,Bama/Ngala/Kala-Balge,False,Kala-Balge,Kala-Balge
Borno,Dikwa,Borno Central,Dikwa/Mafa/Konduga,False,Dikwa,Dikwa
Borno,Mafa,Borno Central,Dikwa/Mafa/Konduga,False,Mafa,Mafa
Borno,Konduga,Borno Central,Dikwa/Mafa/Konduga,False,Konduga,Konduga
Borno,Jere,Borno Central,Jere,False,Jere,Jere
Borno,Maiduguri Metropolitan,Borno Central,Maiduguri Metropolitan,False,Maiduguri Metropolitan,Maiduguri Metropolitan
Borno,Kaga,Borno North,Kaga/Gubio/Magumeri,False,Kaga,Kaga
Borno,Gubio,Borno North,Kaga/Gubio/Magumeri,False,Gubio,Gubio
Borno,Magumeri,Borno North,Kaga/Gubio/Magumeri,False,Magumeri,Magumeri
Borno,Kukawa,Borno North,Kukawa/Mobbar/Abadam/Guzamali,False,Kukawa,Kukawa
Borno,Mobbar,Borno North,Kukawa/Mobbar/Abadam/Guzamali,False,Mobbar,Mobbar
Borno,Abadam,Borno North,Kukawa/Mobbar/Abadam/Guzamali,False,Abadam,Abadam
Borno,Guzamali,Borno North,Kukawa/Mobbar/Abadam/Guzamali,False,Guzamali,Guzamali
Borno,Monguno,Borno North,Monguno/Nganzai/Marte,False,Monguno,Monguno
Borno,Nganzai,Borno North,Monguno/Nganzai/Marte,False,Nganzai,Nganzai
Borno,Marte,Borno North,Monguno/Nganzai/Marte,False,Marte,Marte
Borno,Askira-Uba,Borno South,Askira-Uba/Hawul,False,Askira-Uba,Askira-Uba
Borno,Hawul,Borno South,Askira-Uba/Hawul,False,Hawul,Hawul
Borno,Biu,Borno South,Biu/Kwaya-Kusar Shani/Bayo,False,Biu,Biu
Borno,Kwaya-Kusar Shani,Borno South,Biu/Kwaya-Kusar Shani/Bayo,False,Kwaya-Kusar Shani,Kwaya-Kusar Shani
Borno,Bayo,Borno South,Biu/Kwaya-Kusar Shani/Bayo,False,Bayo,Bayo
Borno,Damboa,Borno South,Damboa/Gwoza/Chibok,False,Damboa,Damboa
Borno,Gwoza,Borno South,Damboa/Gwoza/Chibok,False,Gwoza,Gwoza
Borno,Chibok,Borno South,Damboa/Gwoza/Chibok,False,Chibok,Chibok
Cross River,Boki,Cross River Central,Boki/Ikom,False,Boki,Boki
Cross River,Ikom,Cross River Central,Boki/Ikom,False,Ikom,Ikom
Cross River,Obubra,Cross River Central,Obubra/Etung,False,Obubra,Obubra
Cross River,Etung,Cross River Central,Obubra/Etung,False,Etung,Etung
Cross River,Yakurr,Cross River Central,Yakurr/Abi,False,Yakurr,Yakurr
Cross River,Abi,Cross River Central,Yakurr/Abi,False,Abi,Abi
Cross River,Obanliku,Cross River North,Obanliku/Obudu/Bekwarra,False,Obanliku,Obanliku
Cross River,Obudu,Cross River North,Obanliku/Obudu/Bekwarra,False,Obudu,Obudu
Cross River,Bekwarra,Cross River North,Obanliku/Obudu/Bekwarra,False,Bekwarra,Bekwarra
Cross River,Ogoja,Cross River North,Ogoja/Yala,False,Ogoja,Ogoja
Cross River,Yala,Cross River North,Ogoja/Yala,False,Yala,Yala
Cross River,Akamkpa,Cross River South,Akamkpa/Biase,False,Akamkpa,Akamkpa
Cross River,Biase,Cross River South,Akamkpa/Biase,False,Biase,Biase
Cross River,Calabar Municipal,Cross River South,Calabar Municipal/Odukpani,False,Calabar Municipal,Calabar Municipal
Cross River,Odukpani,Cross River South,Calabar Municipal/Odukpani,False,Odukpani,Odukpani
Cross River,Calabar South,Cross River South,Calabar South/Akpabuyo/Bakassi,False,Calabar South,Calabar South
Cross River,Akpabuyo,Cross River South,Calabar South/Akpabuyo/Bakassi,False,Akpabuyo,Akpabuyo
Cross River,Bakassi,Cross River South,Calabar South/Akpabuyo/Bakassi,False,Bakassi,Bakassi
Ebonyi,Ezza North,Ebonyi Central,Ezza North/Ishielu,False,Ezza North,Ezza North
Ebonyi,Ishielu,Ebonyi Central,Ezza North/Ishielu,False,Ishielu,Ishielu
Ebonyi,Ezza South,Ebonyi Central,Ezza South/Ikwo,False,Ezza South,Ezza South
Ebonyi,Ikwo,Ebonyi Central,Ezza South/Ikwo,False,Ikwo,Ikwo
Ebonyi,Abakaliki,Ebonyi North,Abakaliki/Izzi,False,Abakaliki,Abakaliki
Ebonyi,Izzi,Ebonyi North,Abakaliki/Izzi,False,Izzi,Izzi
Ebonyi,Ebonyi,Ebonyi North,Ebonyi/Ohaukwu,False,Ebonyi,Ebonyi
Ebonyi,Ohaukwu,Ebonyi North,Ebonyi/Ohaukwu,False,Ohaukwu,Ohaukwu
Ebonyi,Afikpo North,Ebonyi South,Afikpo North/Afikpo South,False,Afikpo North,Afikpo North
Ebonyi,Afikpo South,Ebonyi South,Afikpo North/Afikpo South,False,Afikpo South,Afikpo South
Ebonyi,Ivo-Ohaozara,Ebonyi South,Ivo-Ohaozara/Onicha,False,Ivo-Ohaozara,Ivo-Ohaozara
Ebonyi,Onicha,Ebonyi South,Ivo-Ohaozara/Onicha,False,Onicha,Onicha
Ekiti,Ado Ekiti,Ekiti Central,Ado Ekiti/Irepodun/Ifelodun,False,Ado Ekiti,Ado Ekiti
Ekiti,Irepodun,Ekiti Central,Ado Ekiti/Irepodun/Ifelodun,False,Irepodun,Irepodun
Ekiti,Ifelodun,Ekiti Central,Ado Ekiti/Irepodun/Ifelodun,False,Ifelodun,Ifelodun
Ekiti,Ijero,Ekiti Central,Ijero/Ekiti West/Efon,False,Ijero,Ijero
Ekiti,Ekiti West,Ekiti Central,Ijero/Ekiti West/Efon,False,Ekiti West,Ekiti West
Ekiti,Efon,Ekiti Central,Ijero/Ekiti West/Efon,False,Efon,Efon
Ekiti,Ido,Ekiti North,Ido/Osi Moba/Ilejeme,False,Ido,Ido
Ekiti,Osi Moba,Ekiti North,Ido/Osi Moba/Ilejeme,False,Osi Moba,Osi Moba
Ekiti,Ilejeme,Ekiti North,Ido/Osi Moba/Ilejeme,False,Ilejeme,Ilejeme
Ekiti,Ikole,Ekiti North,Ikole/Oye,False,Ikole,Ikole
Ekiti,Oye,Ekiti North,Ikole/Oye,False,Oye,Oye
Ekiti,Ekiti South West,Ekiti South,Ekiti South West/Ikere/Orun/Ise,False,Ekiti South West,Ekiti South West
Ekiti,Ikere,Ekiti South,Ekiti South West/Ikere/Orun/Ise,False,Ikere,Ikere
Ekiti,Orun,Ekiti South,Ekiti South West/Ikere/Orun/Ise,False,Orun,Orun
Ekiti,Ise,Ekiti South,Ekiti South West/Ikere/Orun/Ise,False,Ise,Ise
Ekiti,Emure,Ekiti South,Emure/Gbonyin/Ekiti East,False,Emure,Emure
Ekiti,Gbonyin,Ekiti South,Emure/Gbonyin/Ekiti East,False,Gbonyin,Gbonyin
Ekiti,Ekiti East,Ekiti South,Emure/Gbonyin/Ekiti East,False,Ekiti East,Ekiti East
Enugu,Enugu East,Enugu East,Enugu East/Isi Uzo,False,Enugu East,Enugu East
Enugu,Isi Uzo,Enugu East,Enugu East/Isi Uzo,False,Isi Uzo,Isi Uzo
Enugu,Enugu North,Enugu East,Enugu North/Enugu South,False,Enugu North,Enugu North
Enugu,Enugu South,Enugu East,Enugu North/Enugu South,False,Enugu South,Enugu South
Enugu,Nkanu East,Enugu East,Nkanu East/Nkanu West,False,Nkanu East,Nkanu East
Enugu,Nkanu West,Enugu East,Nkanu East/Nkanu West,False,Nkanu West,Nkanu West
Enugu,Igbo-Etiti,Enugu North,Igbo-Etiti/Uzo-Uwani,False,Igbo-Etiti,Igbo-Etiti
Enugu,Uzo-Uwani,Enugu North,Igbo-Etiti/Uzo-Uwani,False,Uzo-Uwani,Uzo-Uwani
Enugu,Igbo-Eze North,Enugu North,Igbo-Eze North/Udenu,False,Igbo-Eze North,Igbo-Eze North
Enugu,Udenu,Enugu North,Igbo-Eze North/Udenu,False,Udenu,Udenu
Enugu,Nsukka,Enugu North,Nsukka/Igbo-Eze South,False,Nsukka,Nsukka
Enugu,Igbo-Eze South,Enugu North,Nsukka/Igbo-Eze South,False,Igbo-Eze South,Igbo-Eze South
Enugu,Aninri,Enugu West,Aninri/Awgu/Oji River,False,Aninri,Aninri
Enugu,Awgu,Enugu West,Aninri/Awgu/Oji River,False,Awgu,Awgu
Enugu,Oji River,Enugu West,Aninri/Awgu/Oji River,False,Oji River,Oji River
Enugu,Ezeagu,Enugu West,Ezeagu/Udi,False,Ezeagu,Ezeagu
Enugu,Udi,Enugu West,Ezeagu/Udi,False,Udi,Udi
Federal Capital Territory,Abaji,FCT,Abaji/Kuje/Kwali Gwagwalada,False,Abaji,Abaji
Federal Capital Territory,Kuje,FCT,Abaji/Kuje/Kwali Gwagwalada,False,Kuje,Kuje
Federal Capital Territory,Kwali Gwagwalada,FCT,Abaji/Kuje/Kwali Gwagwalada,False,Kwali Gwagwalada,Kwali Gwagwalada
Federal Capital Territory,Abuja Municipal,FCT,Abuja Municipal/Bwar,False,Abuja Municipal,Abuja Municipal
Federal Capital Territory,Bwar,FCT,Abuja Municipal/Bwar,False,Bwar,Bwar
Gombe,Akko,Gombe Central,Akko,False,Akko,Akko
Gombe,Yamaltu,Gombe Central,Yamaltu/Deba,False,Yamaltu,Yamaltu
Gombe,Deba,Gombe Central,Yamaltu/Deba,False,Deba,Deba
Gombe,Dukku,Gombe North,Dukku/Nafada,False,Dukku,Dukku
Gombe,Nafada,Gombe North,Dukku/Nafada,False,Nafada,Nafada
Gombe,Gombe,Gombe North,Gombe/Kwami/Funakaye,False,Gombe,Gombe
Gombe,Kwami,Gombe North,Gombe/Kwami/Funakaye,False,Kwami,Kwami
Gombe,Funakaye,Gombe North,Gombe/Kwami/Funakaye,False,Funakaye,Funakaye
Gombe,Balanga,Gombe South,Balanga/Billiri,False,Balanga,Balanga
Gombe,Billiri,Gombe South,Balanga/Billiri,False,Billiri,Billiri
Gombe,Kaltungo,Gombe South,Kaltungo/Shongom,False,Kaltungo,Kaltungo
Gombe,Shongom,Gombe South,Kaltungo/Shongom,False,Shongom,Shongom
Imo,Aboh Mbaise,Imo East,Aboh Mbaise/Ngor Okpala,False,Aboh Mbaise,Aboh Mbaise
Imo,Ngor Okpala,Imo East,Aboh Mbaise/Ngor Okpala,False,Ngor Okpala,Ngor Okpala
Imo,Ahiazu Mbaise,Imo East,Ahiazu Mbaise/Ezinihitte,False,Ahiazu Mbaise,Ahiazu Mbaise
Imo,Ezinihitte,Imo East,Ahiazu Mbaise/Ezinihitte,False,Ezinihitte,Ezinihitte
Imo,Ikeduru,Imo East,Ikeduru/Mbaitoli,False,Ikeduru,Ikeduru
Imo,Mbaitoli,Imo East,Ikeduru/Mbaitoli,False,Mbaitoli,Mbaitoli
Imo,Owerri Municipal,Imo East,Owerri Municipal/Owerri North/Owerri West,False,Owerri Municipal,Owerri Municipal
Imo,Owerri North,Imo East,Owerri Municipal/Owerri North/Owerri West,False,Owerri North,Owerri North
Imo,Owerri West,Imo East,Owerri Municipal/Owerri North/Owerri West,False,Owerri West,Owerri West
Imo,Ehime Mbano,Imo North,Ehime Mbano/Ihite-Uboma/Obowo,False,Ehime Mbano,Ehime Mbano
Imo,Ihite-Uboma,Imo North,Ehime Mbano/Ihite-Uboma/Obowo,False,Ihite-Uboma,Ihite-Uboma
Imo,Obowo,Imo North,Ehime Mbano/Ihite-Uboma/Obowo,False,Obowo,Obowo
Imo,Isiala Mbano,Imo North,Isiala Mbano/Okigwe/Onuimo,False,Isiala Mbano,Isiala Mbano
Imo,Okigwe,Imo North,Isiala Mbano/Okigwe/Onuimo,False,Okigwe,Okigwe
Imo,Onuimo,Imo North,Isiala Mbano/Okigwe/Onuimo,False,Onuimo,Onuimo
Imo,Ideato North,Imo West,Ideato North/Ideato South,False,Ideato North,Ideato North
Imo,Ideato South,Imo West,Ideato North/Ideato South,False,Ideato South,Ideato South
Imo,Isu,Imo West,Isu/Njaba/Nkwerre/Nwangele,False,Isu,Isu
Imo,Njaba,Imo West,Isu/Njaba/Nkwerre/Nwangele,False,Njaba,Njaba
Imo,Nkwerre,Imo West,Isu/Njaba/Nkwerre/Nwangele,False,Nkwerre,Nkwerre
Imo,Nwangele,Imo West,Isu/Njaba/Nkwerre/Nwangele,False,Nwangele,Nwangele
Imo,Oguta,Imo West,Oguta/Ohaji-Egbema/Oru West,False,Oguta,Oguta
Imo,Ohaji-Egbema,Imo West,Oguta/Ohaji-Egbema/Oru West,False,Ohaji-Egbema,Ohaji-Egbema
Imo,Oru West,Imo West,Oguta/Ohaji-Egbema/Oru West,False,Oru West,Oru West
Imo,Oru East,Imo West,Oru East/Orsu/Orlu,False,Oru East,Oru East
Imo,Orsu,Imo West,Oru East/Orsu/Orlu,False,Orsu,Orsu
Imo,Orlu,Imo West,Oru East/Orsu/Orlu,False,Orlu,Orlu
Jigawa,Hadejia,Jigawa North East,Hadejia/Kafin Hausa,False,Hadejia,Hadejia
Jigawa,Kafin Hausa,Jigawa North East,Hadejia/Kafin Hausa,False,Kafin Hausa,Kafin Hausa
Jigawa,Mallam Madori,Jigawa North East,Mallam Madori/Kaugama,False,Mallam Madori,Mallam Madori
Jigawa,Kaugama,Jigawa North East,Mallam Madori/Kaugama,False,Kaugama,Kaugama
Jigawa,Babura,Jigawa North West,Babura/Garki,False,Babura,Babura
Jigawa,Garki,Jigawa North West,Babura/Garki,False,Garki,Garki
Jigawa,Gumel,Jigawa North West,Gumel/Maigatari/Sule Tankarkar/Gagarawa,False,Gumel,Gumel
Jigawa,Maigatari,Jigawa North West,Gumel/Maigatari/Sule Tankarkar/Gagarawa,False,Maigatari,Maigatari
Jigawa,Sule Tankarkar,Jigawa North West,Gumel/Maigatari/Sule Tankarkar/Gagarawa,False,Sule Tankarkar,Sule Tankarkar
Jigawa,Gagarawa,Jigawa North West,Gumel/Maigatari/Sule Tankarkar/Gagarawa,False,Gagarawa,Gagarawa
Jigawa,Kazaure,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi,False,Kazaure,Kazaure
Jigawa,Roni,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi,False,Roni,Roni
Jigawa,Gwiwa,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi,False,Gwiwa,Gwiwa
Jigawa,Yankwashi,Jigawa North West,Kazaure/Roni/Gwiwa/Yankwashi,False,Yankwashi,Yankwashi
Jigawa,Ringim,Jigawa North West,Ringim/Taura,False,Ringim,Ringim
Jigawa,Taura,Jigawa North West,Ringim/Taura,False,Taura,Taura
Jigawa,Birnin Kudu,Jigawa South West,Birnin Kudu/Buji,False,Birnin Kudu,Birnin Kudu
Jigawa,Buji,Jigawa South West,Birnin Kudu/Buji,False,Buji,Buji
